period_end,air_temp,dhi,dni,ghi,wind_speed,period
2025-12-18 15:00:00+00:00,25.88,,,,1.5,PT60M
2025-12-18 16:00:00+00:00,25.2,,,,1.34,PT60M
2025-12-18 17:00:00+00:00,24.47,,,,1.09,PT60M
2025-12-18 18:00:00+00:00,23.81,,,,0.83,PT60M
2025-12-18 19:00:00+00:00,23.38,,,,0.61,PT60M
2025-12-18 20:00:00+00:00,23.08,,,,0.49,PT60M
2025-12-18 21:00:00+00:00,22.88,,,,0.44,PT60M
2025-12-18 22:00:00+00:00,22.74,,,,0.51,PT60M
2025-12-18 23:00:00+00:00,22.56,,,,0.62,PT60M
2025-12-19 00:00:00+00:00,22.44,,,,0.73,PT60M
2025-12-19 01:00:00+00:00,22.3,,,,0.71,PT60M
2025-12-19 02:00:00+00:00,22.19,,,,0.68,PT60M
2025-12-19 03:00:00+00:00,22.05,,,,0.66,PT60M
2025-12-19 04:00:00+00:00,21.89,,,,0.6,PT60M
2025-12-19 05:00:00+00:00,21.73,,,,0.54,PT60M
2025-12-19 06:00:00+00:00,21.65,,,,0.57,PT60M
2025-12-19 07:00:00+00:00,21.83,,,,0.62,PT60M
2025-12-19 08:00:00+00:00,23.11,,,,0.75,PT60M
2025-12-19 09:00:00+00:00,24.92,,,,1.08,PT60M
2025-12-19 10:00:00+00:00,25.86,,,,1.19,PT60M
2025-12-19 11:00:00+00:00,26.53,,,,1.27,PT60M
2025-12-19 12:00:00+00:00,26.82,,,,1.26,PT60M
2025-12-19 13:00:00+00:00,26.88,,,,1.25,PT60M
2025-12-19 14:00:00+00:00,26.82,,,,1.2,PT60M
2025-12-19 15:00:00+00:00,26.57,,,,1.12,PT60M
2025-12-19 16:00:00+00:00,26.07,,,,0.95,PT60M
2025-12-19 17:00:00+00:00,25.28,,,,0.78,PT60M
2025-12-19 18:00:00+00:00,24.14,,,,0.6,PT60M
2025-12-19 19:00:00+00:00,23.34,,,,0.51,PT60M
2025-12-19 20:00:00+00:00,22.78,,,,0.41,PT60M
2025-12-19 21:00:00+00:00,22.27,,,,0.37,PT60M
2025-12-19 22:00:00+00:00,21.85,,,,0.39,PT60M
2025-12-19 23:00:00+00:00,21.5,,,,0.42,PT60M
2025-12-20 00:00:00+00:00,21.22,,,,0.47,PT60M
2025-12-20 01:00:00+00:00,21.04,,,,0.45,PT60M
2025-12-20 02:00:00+00:00,20.98,,,,0.5,PT60M
2025-12-20 03:00:00+00:00,20.9,,,,0.6,PT60M
2025-12-20 04:00:00+00:00,20.63,,,,0.42,PT60M
2025-12-20 05:00:00+00:00,20.15,,,,0.38,PT60M
2025-12-20 06:00:00+00:00,19.96,,,,0.43,PT60M
2025-12-20 07:00:00+00:00,20.48,,,,0.53,PT60M
2025-12-20 08:00:00+00:00,22.1,,,,0.58,PT60M
2025-12-20 09:00:00+00:00,24.07,,,,0.76,PT60M
2025-12-20 10:00:00+00:00,25.34,,,,0.91,PT60M
2025-12-20 11:00:00+00:00,26.23,,,,1.03,PT60M
2025-12-20 12:00:00+00:00,26.63,,,,1.04,PT60M
2025-12-20 13:00:00+00:00,26.47,,,,0.96,PT60M
2025-12-20 14:00:00+00:00,26.07,,,,0.86,PT60M
2025-12-20 15:00:00+00:00,25.88,,,,0.88,PT60M
2025-12-20 16:00:00+00:00,25.34,,,,0.73,PT60M
2025-12-20 17:00:00+00:00,24.82,,,,0.68,PT60M
2025-12-20 18:00:00+00:00,23.98,,,,0.49,PT60M
2025-12-20 19:00:00+00:00,23.24,,,,0.43,PT60M
2025-12-20 20:00:00+00:00,22.73,,,,0.36,PT60M
2025-12-20 21:00:00+00:00,22.31,,,,0.33,PT60M
2025-12-20 22:00:00+00:00,21.99,,,,0.44,PT60M
2025-12-20 23:00:00+00:00,21.74,,,,0.57,PT60M
2025-12-21 00:00:00+00:00,21.56,,,,0.62,PT60M
2025-12-21 01:00:00+00:00,21.44,,,,0.62,PT60M
2025-12-21 02:00:00+00:00,21.32,,,,0.54,PT60M
2025-12-21 03:00:00+00:00,21.21,,,,0.49,PT60M
2025-12-21 04:00:00+00:00,21.16,,,,0.55,PT60M
2025-12-21 05:00:00+00:00,21.13,,,,0.54,PT60M
2025-12-21 06:00:00+00:00,21.07,,,,0.53,PT60M
2025-12-21 07:00:00+00:00,21.22,,,,0.48,PT60M
2025-12-21 08:00:00+00:00,22.08,,,,0.57,PT60M
2025-12-21 09:00:00+00:00,23.67,,,,0.75,PT60M
2025-12-21 10:00:00+00:00,25.3,,,,1.09,PT60M
2025-12-21 11:00:00+00:00,26.4,,,,1.26,PT60M
2025-12-21 12:00:00+00:00,26.78,,,,1.28,PT60M
2025-12-21 13:00:00+00:00,26.84,,,,1.29,PT60M
2025-12-21 14:00:00+00:00,26.67,,,,1.21,PT60M
2025-12-21 15:00:00+00:00,26.53,,,,1.15,PT60M
2025-12-21 16:00:00+00:00,26.12,,,,0.97,PT60M
2025-12-21 17:00:00+00:00,25.29,,,,0.69,PT60M
2025-12-21 18:00:00+00:00,24.01,,,,0.46,PT60M
2025-12-21 19:00:00+00:00,23.19,,,,0.44,PT60M
2025-12-21 20:00:00+00:00,22.77,,,,0.47,PT60M
2025-12-21 21:00:00+00:00,22.48,,,,0.55,PT60M
2025-12-21 22:00:00+00:00,22.22,,,,0.57,PT60M
2025-12-21 23:00:00+00:00,21.98,,,,0.57,PT60M
2025-12-22 00:00:00+00:00,21.82,,,,0.59,PT60M
2025-12-22 01:00:00+00:00,21.57,,,,0.52,PT60M
2025-12-22 02:00:00+00:00,21.2,,,,0.46,PT60M
2025-12-22 03:00:00+00:00,20.85,,,,0.41,PT60M
2025-12-22 04:00:00+00:00,20.7,,,,0.41,PT60M
2025-12-22 05:00:00+00:00,20.66,,,,0.43,PT60M
2025-12-22 06:00:00+00:00,20.61,,,,0.47,PT60M
2025-12-22 07:00:00+00:00,20.95,,,,0.53,PT60M
2025-12-22 08:00:00+00:00,22.24,,,,0.61,PT60M
2025-12-22 09:00:00+00:00,24.14,,,,0.88,PT60M
2025-12-22 10:00:00+00:00,25.45,,,,1.14,PT60M
2025-12-22 11:00:00+00:00,26.42,,,,1.28,PT60M
2025-12-22 12:00:00+00:00,27.17,,,,1.32,PT60M
2025-12-22 13:00:00+00:00,27.55,,,,1.35,PT60M
2025-12-22 14:00:00+00:00,27.52,,,,1.35,PT60M
2025-12-22 15:00:00+00:00,27.12,,,,1.26,PT60M
2025-12-22 16:00:00+00:00,26.34,,,,1.03,PT60M
2025-12-22 17:00:00+00:00,25.3,,,,0.82,PT60M
2025-12-22 18:00:00+00:00,23.89,,,,0.64,PT60M
2025-12-22 19:00:00+00:00,22.98,,,,0.62,PT60M
2025-12-22 20:00:00+00:00,22.43,,,,0.56,PT60M
2025-12-22 21:00:00+00:00,21.97,,,,0.52,PT60M
2025-12-22 22:00:00+00:00,21.56,,,,0.5,PT60M
2025-12-22 23:00:00+00:00,21.33,,,,0.49,PT60M
2025-12-23 00:00:00+00:00,21.2,,,,0.56,PT60M
2025-12-23 01:00:00+00:00,20.94,,,,0.39,PT60M
2025-12-23 02:00:00+00:00,20.75,,,,0.43,PT60M
2025-12-23 03:00:00+00:00,20.81,,,,0.53,PT60M
2025-12-23 04:00:00+00:00,20.78,,,,0.49,PT60M
2025-12-23 05:00:00+00:00,20.72,,,,0.49,PT60M
2025-12-23 06:00:00+00:00,20.66,,,,0.49,PT60M
2025-12-23 07:00:00+00:00,20.91,,,,0.47,PT60M
2025-12-23 08:00:00+00:00,21.83,,,,0.46,PT60M
2025-12-23 09:00:00+00:00,23.08,,,,0.69,PT60M
2025-12-23 10:00:00+00:00,24.22,,,,0.85,PT60M
2025-12-23 11:00:00+00:00,25.04,,,,0.92,PT60M
2025-12-23 12:00:00+00:00,25.5,,,,0.95,PT60M
2025-12-23 13:00:00+00:00,25.85,,,,1.01,PT60M
2025-12-23 14:00:00+00:00,26.2,,,,1.1,PT60M
2025-12-23 15:00:00+00:00,26.01,,,,1.02,PT60M
2025-12-23 16:00:00+00:00,25.47,,,,0.9,PT60M
2025-12-23 17:00:00+00:00,24.85,,,,0.84,PT60M
2025-12-23 18:00:00+00:00,24.2,,,,0.79,PT60M
2025-12-23 19:00:00+00:00,23.81,,,,0.74,PT60M
2025-12-23 20:00:00+00:00,23.67,,,,0.64,PT60M
2025-12-23 21:00:00+00:00,23.59,,,,0.51,PT60M
2025-12-23 22:00:00+00:00,23.54,,,,0.38,PT60M
2025-12-23 23:00:00+00:00,23.48,,,,0.39,PT60M
2025-12-24 00:00:00+00:00,23.41,,,,0.43,PT60M
2025-12-24 01:00:00+00:00,23.33,,,,0.45,PT60M
2025-12-24 02:00:00+00:00,23.22,,,,0.45,PT60M
2025-12-24 03:00:00+00:00,23.15,,,,0.47,PT60M
2025-12-24 04:00:00+00:00,23.15,,,,0.5,PT60M
2025-12-24 05:00:00+00:00,23.11,,,,0.54,PT60M
2025-12-24 06:00:00+00:00,23.05,,,,0.59,PT60M
2025-12-24 07:00:00+00:00,23.0,,,,0.65,PT60M
2025-12-24 08:00:00+00:00,23.08,,,,0.69,PT60M
2025-12-24 09:00:00+00:00,23.37,,,,0.73,PT60M
2025-12-24 10:00:00+00:00,24.22,,,,0.91,PT60M
2025-12-24 11:00:00+00:00,25.08,,,,1.07,PT60M
2025-12-24 12:00:00+00:00,25.95,,,,1.26,PT60M
2025-12-24 13:00:00+00:00,26.27,,,,1.28,PT60M
2025-12-24 14:00:00+00:00,26.32,,,,1.25,PT60M
2025-12-24 15:00:00+00:00,26.11,,,,1.14,PT60M
2025-12-24 16:00:00+00:00,25.76,,,,0.98,PT60M
2025-12-24 17:00:00+00:00,24.97,,,,0.69,PT60M
2025-12-24 18:00:00+00:00,23.52,,,,0.47,PT60M
2025-12-24 19:00:00+00:00,22.49,,,,0.43,PT60M
2025-12-24 20:00:00+00:00,21.86,,,,0.42,PT60M
2025-12-24 21:00:00+00:00,21.35,,,,0.43,PT60M
2025-12-24 22:00:00+00:00,20.85,,,,0.41,PT60M
2025-12-24 23:00:00+00:00,20.38,,,,0.39,PT60M
2025-12-25 00:00:00+00:00,20.0,,,,0.43,PT60M
2025-12-25 01:00:00+00:00,19.67,,,,0.45,PT60M
2025-12-25 02:00:00+00:00,19.3,,,,0.45,PT60M
2025-12-25 03:00:00+00:00,19.01,,,,0.42,PT60M
2025-12-25 04:00:00+00:00,18.68,,,,0.41,PT60M
2025-12-25 05:00:00+00:00,18.36,,,,0.46,PT60M
2025-12-25 06:00:00+00:00,18.36,,,,0.56,PT60M
2025-12-25 07:00:00+00:00,18.86,,,,0.45,PT60M
2025-12-25 08:00:00+00:00,20.58,,,,0.34,PT60M
2025-12-25 09:00:00+00:00,23.09,,,,0.44,PT60M
2025-12-25 10:00:00+00:00,25.34,,,,0.81,PT60M
2025-12-25 11:00:00+00:00,26.43,,,,0.9,PT60M
2025-12-25 12:00:00+00:00,27.1,,,,0.94,PT60M
2025-12-25 13:00:00+00:00,27.36,,,,0.96,PT60M
2025-12-25 14:00:00+00:00,27.43,,,,1.0,PT60M
2025-12-25 15:00:00+00:00,27.15,,,,1.01,PT60M
2025-12-25 16:00:00+00:00,26.49,,,,0.86,PT60M
2025-12-25 17:00:00+00:00,25.54,,,,0.66,PT60M
2025-12-25 18:00:00+00:00,24.08,,,,0.45,PT60M
2025-12-25 19:00:00+00:00,23.13,,,,0.52,PT60M
2025-12-25 20:00:00+00:00,22.56,,,,0.52,PT60M
2025-12-25 21:00:00+00:00,21.88,,,,0.38,PT60M
2025-12-25 22:00:00+00:00,21.32,,,,0.42,PT60M
2025-12-25 23:00:00+00:00,20.93,,,,0.51,PT60M
2025-12-26 00:00:00+00:00,20.68,,,,0.56,PT60M
